epoca,accuracy,loss,val_accuracy,val_loss,val_balanced_accuracy
1,0.6747835278511047,0.7614489793777466,0.4196428656578064,1.1973625421524048,0.5422844229790279
2,0.8157467246055603,0.47784727811813354,0.6026785969734192,0.9283301830291748,0.5941167278829221
3,0.8722943663597107,0.33469757437705994,0.675595223903656,0.7831640839576721,0.693566886636043
4,0.9109848737716675,0.24607977271080017,0.6607142686843872,1.3050042390823364,0.5990789615721189
5,0.9410173296928406,0.16182172298431396,0.7142857313156128,1.0401490926742554,0.67076618312857
6,0.9621211886405945,0.1037062257528305,0.59375,1.6493310928344727,0.625016552955851
7,0.9645562767982483,0.09902141988277435,0.6309523582458496,1.4266141653060913,0.6359462984668264
8,0.9691558480262756,0.08829417079687119,0.6517857313156128,1.347959041595459,0.6546888564861925
9,0.9829545617103577,0.05172847956418991,0.6785714030265808,1.5439380407333374,0.6103509537151043
10,0.9786255359649658,0.05186891183257103,0.6622023582458496,1.7965489625930786,0.6533073125433687
11,0.985660195350647,0.04295670613646507,0.6354166865348816,1.7223390340805054,0.6437139499453227
12,0.9897186160087585,0.03277985751628876,0.6235119104385376,2.61541485786438,0.5905334353269395
13,0.9929653406143188,0.022665228694677353,0.6473214030265808,1.963873028755188,0.6625045001208252
14,0.9945887327194214,0.014229072257876396,0.6502976417541504,2.1572537422180176,0.6552309258349037
15,0.9978355169296265,0.010832259431481361,0.6383928656578064,2.5353283882141113,0.6385862323609419
