epoca,accuracy,loss,val_accuracy,val_loss,val_balanced_accuracy
1,0.6847943663597107,0.7416978478431702,0.53125,1.0389736890792847,0.5903709195479769
2,0.7946428656578064,0.520796000957489,0.5773809552192688,0.9633216857910156,0.5507929162664276
3,0.8395562767982483,0.41966280341148376,0.6532738208770752,0.8426544666290283,0.6026284632665023
4,0.8698592782020569,0.34543249011039734,0.6532738208770752,0.9007142186164856,0.6375525973026125
5,0.8950216174125671,0.290559321641922,0.6592261791229248,1.0405186414718628,0.6157574459076801
6,0.9174783825874329,0.23772597312927246,0.6785714030265808,0.9962145686149597,0.6492997163576812
7,0.9299242496490479,0.20182833075523376,0.6532738208770752,1.1635805368423462,0.6436466878654095
8,0.9429112672805786,0.16803592443466187,0.6815476417541504,1.1922353506088257,0.6391364754450941
9,0.9504870176315308,0.1417481005191803,0.6919642686843872,1.2080570459365845,0.6459184840213975
10,0.9642857313156128,0.11541702598333359,0.699404776096344,1.2009748220443726,0.6299613889176569
11,0.9648268222808838,0.10310902446508408,0.675595223903656,1.3683526515960693,0.6137716391654716
12,0.9759199023246765,0.08188622444868088,0.6711309552192688,1.4518961906433105,0.599089692453843
13,0.9797077775001526,0.06824591755867004,0.6473214030265808,1.5359323024749756,0.6290490356544733
14,0.9872835278511047,0.05608588084578514,0.6413690447807312,1.603764533996582,0.6064308484629632
15,0.986201286315918,0.04969270899891853,0.6830357313156128,1.609015703201294,0.5897940090811571
16,0.9859307408332825,0.046965375542640686,0.6339285969734192,1.7280685901641846,0.5933384878096271
17,0.9902597665786743,0.0394049733877182,0.6235119104385376,1.7714219093322754,0.6180854992818986
18,0.9916125535964966,0.031509630382061005,0.644345223903656,1.660794973373413,0.6015891659556888
