epoca,accuracy,loss,val_accuracy,val_loss,val_balanced_accuracy
1,0.6910173296928406,0.7501422762870789,0.4211309552192688,1.3167093992233276,0.5241372690737084
2,0.8119588494300842,0.4897063672542572,0.5223214030265808,1.2122881412506104,0.5893316222371633
3,0.8641774654388428,0.3662993609905243,0.5967261791229248,1.059687852859497,0.6342418234790962
4,0.9031385183334351,0.26546138525009155,0.6101190447807312,1.1650416851043701,0.6549698685973852
5,0.9193723201751709,0.21290157735347748,0.5803571343421936,1.4470454454421997,0.6378393173296161
6,0.9388527870178223,0.1695404350757599,0.6205357313156128,1.229955792427063,0.6419532634026887
7,0.9586039185523987,0.12081927806138992,0.6205357313156128,1.4921507835388184,0.6300798395865607
8,0.9713203310966492,0.0931648388504982,0.574404776096344,1.992454171180725,0.6127415658466081
9,0.975649356842041,0.07870078831911087,0.6264880895614624,1.6518144607543945,0.6411106380390487
10,0.9845778942108154,0.050866637378931046,0.569940447807312,2.3765604496002197,0.6178105603931284
11,0.988095223903656,0.041099559515714645,0.555059552192688,2.397186040878296,0.6308129642932879
12,0.9937770366668701,0.030629906803369522,0.5803571343421936,2.3314876556396484,0.6383447646904857
13,0.9943181872367859,0.025300471112132072,0.605654776096344,2.1597988605499268,0.615720869583165
14,0.9945887327194214,0.022425154224038124,0.5967261791229248,2.2182369232177734,0.6395633818844085
15,0.9956709742546082,0.018505612388253212,0.5729166865348816,2.620558023452759,0.6077426645062434
16,0.9978355169296265,0.013528487645089626,0.5803571343421936,2.8170323371887207,0.6199194754635422
