epoca,accuracy,loss,val_accuracy,val_loss,val_balanced_accuracy
1,0.6850649118423462,0.7501548528671265,0.3973214328289032,1.2695599794387817,0.5397149019343533
2,0.8130411505699158,0.4872385561466217,0.5982142686843872,0.9408418536186218,0.6355308535224599
3,0.8652597665786743,0.35986584424972534,0.6607142686843872,0.7532365918159485,0.6705865892655017
4,0.9055736064910889,0.26804131269454956,0.668154776096344,0.9253846406936646,0.6458174767432111
5,0.9307359457015991,0.1989874243736267,0.6413690447807312,0.9931023120880127,0.6271450119300006
6,0.9448052048683167,0.15494273602962494,0.6116071343421936,1.4384956359863281,0.6131235395726606
7,0.9607684016227722,0.11147122085094452,0.6696428656578064,0.8967453241348267,0.6577972961100508
8,0.9694263935089111,0.09179434180259705,0.6339285969734192,1.3408832550048828,0.6635968582170152
9,0.9791666865348816,0.062276121228933334,0.601190447807312,1.7430801391601562,0.6079055455918176
10,0.9810606241226196,0.0574294738471508,0.6190476417541504,1.6020244359970093,0.595240000051143
11,0.988095223903656,0.04193820804357529,0.625,1.520992398262024,0.6426159295966485
12,0.9829545617103577,0.04657149687409401,0.6517857313156128,1.4757410287857056,0.6034088951794688
13,0.987554132938385,0.04162323847413063,0.5788690447807312,1.892009973526001,0.6276142026096408
14,0.9940476417541504,0.025159701704978943,0.6145833134651184,1.5588122606277466,0.6251620819773609
15,0.9948592782020569,0.019385559484362602,0.5922619104385376,1.960119366645813,0.6356486192414664
